Dashboard_API_Name__c,RecordTypeId,Record_Type_Id__c,Role_Name__c
Datahub_Secure,0122E000000YNI6QAO,0122E000000YNI6QAO,CS Manager - Core - NA - LE - A2 Team 2
Datahub_Secure,0122E000000YNI6QAO,0122E000000YNI6QAO,Inside Sales EMEA Team 3 Manager
Datahub_Secure,0122E000000YNI6QAO,0122E000000YNI6QAO,Inside Sales Manager EMEA
Datahub_Secure,0122E000000YNI6QAO,0122E000000YNI6QAO,Inside Sales EMEA Team 1 Manager
Datahub_Secure,0122E000000YNI6QAO,0122E000000YNI6QAO,Inside Sales EMEA Team 2 Manager
Datahub_Secure,0122E000000YNI6QAO,0122E000000YNI6QAO,Insides Sales EMEA IB Manager
Datahub_Secure,0122E000000YNI6QAO,0122E000000YNI6QAO,Inside Sales EMEA Team 4 Team Lead
Datahub_Secure,0122E000000YNI6QAO,0122E000000YNI6QAO,Inside Sales EMEA Team 4 Manager
Datahub_Secure,0122E000000YNI6QAO,0122E000000YNI6QAO,CS Manager - Core - NA - LE - A2 Team 1
Datahub_Secure,0122E000000YNI6QAO,0122E000000YNI6QAO,ES Rep2 - UK
Datahub_Secure,0122E000000YNI6QAO,0122E000000YNI6QAO,Credit Rep - UK
Datahub_Secure,0122E000000YNI6QAO,0122E000000YNI6QAO,ES Rep1 - UK
Datahub_Secure,0122E000000YNI6QAO,0122E000000YNI6QAO,AE Rep - SEA
Datahub_Secure,0122E000000YNI6QAO,0122E000000YNI6QAO,ER Rep - SEA
Datahub_Secure,0122E000000YNI6QAO,0122E000000YNI6QAO,AE Rep - SEA
Datahub_Secure,0122E000000YNI6QAO,0122E000000YNI6QAO,ER Manager - SEA
Datahub_Secure,0122E000000YNI6QAO,0122E000000YNI6QAO,AE Manager - SEA
Datahub_Secure,0122E000000YNI6QAO,0122E000000YNI6QAO,Inside Sales EMEA Team 2
Datahub_Secure,0122E000000YNI6QAO,0122E000000YNI6QAO,Credit Rep - UK
Datahub_Secure,0122E000000YNI6QAO,0122E000000YNI6QAO,UK Lead AE
Datahub_Secure,0122E000000YNI6QAO,0122E000000YNI6QAO,ES Rep1 - UK
Datahub_Secure,0122E000000YNI6QAO,0122E000000YNI6QAO,ER Rep - MEA
Datahub_Secure,0122E000000YNI6QAO,0122E000000YNI6QAO,MEA Lead
Datahub_Secure,0122E000000YNI6QAO,0122E000000YNI6QAO,AE Manager - ICE
Datahub_Secure,0122E000000YNI6QAO,0122E000000YNI6QAO,ER Rep - ICE
Datahub_Secure,0122E000000YNI6QAO,0122E000000YNI6QAO,ES Rep - DE
Datahub_Secure,0122E000000YNI6QAO,0122E000000YNI6QAO,AE Manager1 - DE
Datahub_Secure,0122E000000YNI6QAO,0122E000000YNI6QAO,AE Manager - UK
Datahub_Secure,0122E000000YNI6QAO,0122E000000YNI6QAO,GA AE Team 1
Datahub_Secure,0122E000000YNI6QAO,0122E000000YNI6QAO,CSM
Datahub_Secure,0122E000000YNI6QAO,0122E000000YNI6QAO,GA AE Team 1
Datahub_Secure,0122E000000YNI6QAO,0122E000000YNI6QAO,CN Lead MM
Datahub_Secure,0122E000000YNI6QAO,0122E000000YNI6QAO,MM AE Manager GZ & West China - CN
Datahub_Secure,0122E000000YNI6QAO,0122E000000YNI6QAO,MM AE Manager SZ & FJ - CN
Datahub_Secure,0122E000000YNI6QAO,0122E000000YNI6QAO,MM AE Manager North China - CN
Datahub_Secure,0122E000000YNI6QAO,0122E000000YNI6QAO,MM AE Manager East China - CN
Datahub_Secure,0122E000000YNI6QAO,0122E000000YNI6QAO,Inside Sales NA Team 5
Datahub_Secure,0122E000000YNI6QAO,0122E000000YNI6QAO,Insides Sales NA Site Leader
Datahub_Secure,0122E000000YNI6QAO,0122E000000YNI6QAO,Inside Sales NA Team 4
Datahub_Secure,0122E000000YNI6QAO,0122E000000YNI6QAO,Inside Sales NA Team 5
Datahub_Secure,0122E000000YNI6QAO,0122E000000YNI6QAO,Inside Sales NA Team 1
Datahub_Secure,0122E000000YNI6QAO,0122E000000YNI6QAO,Inside Sales
